date,months,strat_gross,strat_net,bench_gross,bench_net,alpha_net,bucket
2026-02-27,6.2089356110381075,-11.534023470287323,-11.870190871908232,2.5029668007429624,2.1519044120009148,-14.022095283909147,6-8m
2026-03-02,6.110381077529566,-15.6001533391338,-15.932045853901945,4.0508111842753545,3.6981451575511186,-19.630191011453064,6-8m
2026-03-04,6.044678055190539,-5.270088251992598,-5.613097398139475,6.4083352185855995,6.053226688515716,-11.666324086655191,6-8m
2026-03-05,6.011826544021025,-2.7018156288164152,-3.0474856235414443,5.065217265375902,4.71150026728898,-7.758985890830425,6-8m
2026-03-06,5.978975032851511,-8.181983959918634,-8.521976248164894,5.887951212187203,5.533381823885613,-14.055358072050506,4-6m
2026-03-09,5.88042049934297,-0.6941771069432121,-1.0419271075282694,7.8974088586960125,7.540757579837597,-8.582684687365866,4-6m
2026-03-10,5.847568988173456,7.403939991681755,7.04779996926913,6.459940760832468,6.104778765046972,0.9430212042221582,4-6m
2026-03-11,5.814717477003942,8.83756804961795,8.479942722590412,7.925911094841818,7.5692302863556575,0.9107124362347543,4-6m
2026-03-12,5.781865965834428,12.806630463201168,12.444893004936294,8.544912198547012,8.187590076443357,4.257302928492937,4-6m
2026-03-13,5.7490144546649145,14.102806097426855,13.739725741580838,11.150067933283298,10.790046750001302,2.9496789915795354,4-6m
2026-03-16,5.650459921156373,14.199628043204592,13.836447375368945,11.129993231159315,10.769992846192144,3.0664545291768004,4-6m
2026-03-17,5.617608409986859,12.885514448741944,12.523695263039384,10.325394612848347,9.966227829061273,2.557467433978111,4-6m
2026-03-18,5.5847568988173455,4.383395606341734,4.0303850068573635,8.815881822496635,8.458278963397968,-4.427893956540604,4-6m
2026-03-19,5.551905387647832,15.290660413696997,14.926349386138032,12.430350653898243,12.069003038824665,2.857346347313367,4-6m
2026-03-20,5.519053876478318,13.24201654003753,12.879828001769294,11.480451555164457,11.120088079252536,1.7597399225167578,4-6m
2026-03-23,5.4204993429697765,4.771588191447084,4.418175406587691,15.43019703364676,15.065741439730843,-10.647566033143152,4-6m
2026-03-24,5.387647831800263,14.536364301614014,14.17283475952479,13.314496322089473,12.952232691432958,1.2206020680918321,4-6m
2026-03-25,5.354796320630749,15.791569092029002,15.426739100037477,10.988994212367086,10.62913990886933,4.797599191168146,4-6m
2026-03-27,5.289093298291721,27.09339139019489,26.71685219041865,13.15743303000226,12.795332124141254,13.921520066277395,4-6m
2026-03-30,5.19053876478318,11.657628734795399,11.297081695175228,16.03464204799976,15.669560221244499,-4.372478526069271,4-6m
2026-04-01,5.124835742444152,10.216708327390814,9.857654147595053,13.581506162401542,13.21896589726802,-3.361311749672968,4-6m
2026-04-02,5.091984231274639,5.9092973934270026,5.55470588949973,13.406561964411594,13.044202949514613,-7.489497060014883,4-6m
2026-04-06,4.9605781865965834,9.214833553443246,8.856817361999532,11.751040754140114,11.390396935370942,-2.5335795733714104,4-6m
2026-04-07,4.92772667542707,6.922146926586893,6.566942825054127,11.399252807970313,11.038973457695631,-4.472030632641504,4-6m
2026-04-08,4.894875164257556,-0.6560414477389906,-1.0032924833325105,7.241604871642879,6.885633035882031,-7.888925519214542,4-6m
2026-04-09,4.862023653088042,-8.973733106417242,-9.31217821351403,7.305558095549168,6.9495200013065,-16.26169821482053,4-6m
2026-04-10,4.829172141918528,1.6527493941713296,1.3025678697724943,5.709025800527578,5.354641787183034,-4.0520739174105405,4-6m
2026-04-13,4.730617608409987,-2.428555897832605,-2.773602070108963,6.534643130885436,6.179403740008256,-8.953005810117219,4-6m
2026-04-15,4.664914586070959,8.003019401045812,7.646258704807434,4.383132345918042,4.030122019183597,3.616136685623837,4-6m
2026-04-16,4.6320630749014455,5.989754519322339,5.635079658111612,3.7888221474256487,3.436427553395091,2.1986521047165204,4-6m
2026-04-17,4.599211563731932,12.773410017790056,12.411706977434765,2.7182207865233146,2.3669353847503123,10.044771592684452,4-6m
2026-04-20,4.50065703022339,2.253378098896048,1.9025742955302039,2.6524011075093354,2.3011838979514985,-0.3986096024212946,4-6m
2026-04-21,4.467805519053877,7.817882983528728,7.461314097135173,1.8784171002017036,1.5280017736787146,5.933312323456458,4-6m
2026-04-22,4.434954007884363,0.6390093197637725,0.2898780767140664,1.8056891675905318,1.45534919055121,-1.1654711138371434,4-6m
2026-04-23,4.402102496714849,8.906902072567439,8.549204912302766,2.53198306481664,2.180890613890268,6.368314298412498,4-6m
2026-04-24,4.369250985545335,0.9615382613244726,0.6120728634549779,3.599516519689635,3.2473180549974834,-2.6352451915425057,4-6m
2026-04-27,4.270696452036794,6.82061090464602,6.465075238000705,2.2937713405894247,1.9429256879670997,4.522149550033605,4-6m
2026-04-28,4.23784494086728,-5.584581536626347,-5.927264853263652,2.540951025907832,2.18984928376125,-8.117114137024902,4-6m
2026-04-29,4.204993429697766,4.333578067291745,3.980619081069441,2.3701759156496287,2.0192511043729215,1.9613679766965193,4-6m
2026-04-30,4.1721419185282524,5.387099563495115,5.033049080540753,3.6490838692717102,3.296834050525299,1.7362150300154537,4-6m
2026-05-01,4.139290407358739,1.5317456222234285,1.1816894632985044,3.0798868574710863,2.7282267530119584,-1.546537289713454,4-6m
2026-05-04,4.040735873850197,9.493645718419295,9.13534066474731,2.943105325441669,2.5915869329416594,6.543753731805651,4-6m
2026-05-05,4.0078843626806835,2.6597422524472947,2.308517437125613,2.9065461242629205,2.555065608777052,-0.2465481716514386,4-6m
2026-05-06,3.9750328515111693,6.433595251543965,6.078460550917983,1.1322844111882253,0.7826421124531557,5.295818438464828,2-4m
2026-05-07,3.9421813403416555,1.3966240107493233,1.0467078440294832,0.6742105800972149,0.325042866922553,0.7216649771069302,2-4m
2026-05-08,3.9093298291721417,10.361080677579192,10.001876921387511,0.8733630479151275,0.5239890036227778,9.477887917764734,2-4m
2026-05-11,3.8107752956636003,8.313500357881669,7.956417989089891,2.2244311285643774,1.873657315591368,6.082760673498523,2-4m
2026-05-12,3.7779237844940865,10.857644639287727,10.49792641998977,4.489888638295906,4.1367677071317654,6.361158712858005,2-4m
2026-05-13,3.7450722733245727,-0.5750930636840202,-0.9229664408157628,3.865718374764071,3.5132441127047804,-4.436210553520543,2-4m
2026-05-14,3.712220762155059,-5.535586514297095,-5.8783205920313035,2.8140451586157877,2.4626604783853834,-8.340981070416687,2-4m
2026-05-15,3.679369250985545,0.19839051441543187,-0.15028422728346555,3.401384766226311,3.049391575144804,-3.1996758024282697,2-4m
2026-05-18,3.5808147174770038,3.197635106121222,2.845853009060063,3.8489240442452504,3.496467181884913,-0.65061417282485,2-4m
2026-05-19,3.54796320630749,2.004261406001542,1.6537156989888995,3.351554050382293,2.999612486214617,-1.3458967872257175,2-4m
2026-05-20,3.515111695137976,9.160592422568147,8.802632427431117,3.0957155773086833,2.744039073567662,6.058593353863455,2-4m
2026-05-21,3.4822601839684624,6.591055993643065,6.2357581564450735,3.1727990005484896,2.821042634835182,3.4147155216098914,2-4m
2026-05-22,3.4494086727989486,-10.453483078045858,-10.79112198871678,2.934502815679122,2.58299333577495,-13.37411532449173,2-4m
2026-05-25,3.350854139290407,-1.6585185090117798,-2.0052694075445885,1.8262412276292563,1.4758799577103394,-3.481149365254928,2-4m
